'Chip_name'	'Experiment_name'	'Experiment_description'
'har_S0_R_noIPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S0_R_noIPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S0_R_noIPTG_r4'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S0_R_noIPTG_r5'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_noIPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_noIPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_noIPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_IPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_IPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_IPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_R_noIPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_R_noIPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_R_noIPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_R_IPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_R_IPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S1_R_IPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_noIPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_noIPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_noIPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_IPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_IPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_IPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_R_noIPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_R_noIPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_R_noIPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_R_IPTG_r1'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_R_IPTG_r2'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'har_S4_R_IPTG_r3'	'recombinant_fermenter'	'Study of the effect of recombinant protein expression from IPTG inducible promoter'
'cybr_KNO_N_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_KNO_N_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_N_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_N_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_N_log_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_N_log_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_N_stat_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_N_stat_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_O_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_O_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_O_log_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_O_log_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_O_stat_r1'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'cybr_O_stat_r2'	'cybercell'	'aerobic, anaerobic, and anaerobic with nitrate on MOPS media in stationary or log phase'
'ik_L2_T2.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T3_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T3.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T4_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T4.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T5.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T6_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_L2_T8_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T2.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T3_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T3.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T4_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T4.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T5.5_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T6_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ik_H2_T8_r1'	'LB_with_glucose'	'different growth phases in LB with low or high glucose supplement'
'ph5_r1'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph5_r2'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph5_r3'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph5_r4'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph5_r5'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph7_r1'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph7_r2'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph7_r3'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph7_r4'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph7_r5'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph8.7_r1'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph8.7_r2'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph8.7_r3'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph8.7_r4'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ph8.7_r5'	'ph_response'	'Five replicates at pH 5.0, 7.0, and 8.7 in LBK.'
'ccdB_chelator_W1872_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_W1872_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_W1872_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_W1872_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'MG1063_uninduced_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'MG1063_uninduced_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'MG1063_uninduced_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'MG1063_uninduced_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_MG1063_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_MG1063_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_MG1063_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_chelator_MG1063_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_MG1063_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_MG1063_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_MG1063_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_MG1063_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_chelator_MG1063_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_chelator_MG1063_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_chelator_MG1063_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_chelator_MG1063_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113_uninduced_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113_uninduced_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113_uninduced_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113_uninduced_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113_uninduced_t180_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113_t180_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113_t180_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113recA_uninduced_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113recA_uninduced_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113recA_uninduced_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113recA_uninduced_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'BW25113recA_uninduced_t180_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113recA_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113recA_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113recA_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113recA_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_BW25113recA_t180_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113recA_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113recA_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113recA_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113recA_t120_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'norfloxacin_BW25113recA_t180_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t0_r2'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t30_r2'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t60_r2'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t90_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'ccdB_MG1655_t90_r2'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'lacZ_MG1655_t0_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'lacZ_MG1655_t30_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'lacZ_MG1655_t60_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'lacZ_MG1655_t90_r1'	'norfloxacin_ccdB_chelator'	'contains four strains, recA knockout, norfloxacin, ccdB toxin expression, and o-phenanthroline chelator'
'MG1655_uninduced_t0_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_uninduced_t30_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_uninduced_t60_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_uninduced_t120_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1063_uninduced_t180_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_ampicillin_t30_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_ampicillin_t60_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_ampicillin_t120_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_kanamycin_t30_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_kanamycin_t60_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_kanamycin_t120_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_norfloxacin_t30_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_norfloxacin_t60_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_norfloxacin_t120_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_spectinomycin_t30_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_spectinomycin_t60_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'MG1655_spectinomycin_t120_r1'	'antibiotic_time_series'	'contains MG1655 time-series data with four antibiotics (ampicillin, kanamycin, norfloxacin, and spectinomycin)'
'ph5.7_anaerobic_r1'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph5.7_anaerobic_r2'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph5.7_anaerobic_r3'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph5.7_anaerobic_r4'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph5.7_anaerobic_r5'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph7_anaerobic_r1'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph7_anaerobic_r2'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph7_anaerobic_r3'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph7_anaerobic_r4'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph7_anaerobic_r5'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph8.5_anaerobic_r1'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph8.5_anaerobic_r2'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph8.5_anaerobic_r3'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph8.5_anaerobic_r4'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'ph8.5_anaerobic_r5'	'ph_response_anaerobic'	'Five anaerobic replicates at pH 5.7, 7.0, and 8.5 in LBK.'
'biofilm_K_yceP_r1'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'biofilm_K_yceP_indole_r1'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'biofilm_K_yceP_indole_r2'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'biofilm_wt_glucose_r1'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'biofilm_K_trpE_r1'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'biofilm_K_tnaA_r1'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'biofilm_wt_noGlucose_r1'	'biofilm_indole_effect'	'biofilm growth of various knockouts some with addition of indole and DMF'
'K12_t90_K_fis_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t90_K_fis_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t90_K_fis_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t150_K_fis_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t150_K_fis_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t150_K_fis_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t240_K_fis_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t240_K_fis_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t240_K_fis_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t360_K_fis_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t360_K_fis_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t360_K_fis_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t90_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t90_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t90_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t150_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t150_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t150_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t240_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t240_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t240_r3'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t360_r1'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t360_r2'	'fis_knockout'	'fis knockout over several growth phases'
'K12_t360_r3'	'fis_knockout'	'fis knockout over several growth phases'
'MG1655_t150_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t150_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t300_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t300_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t480_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t480_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t720_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t720_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t1080_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t1080_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t1560_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t1560_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t150_anaerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t150_anaerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t180_anaerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t180_anaerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t225_anaerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t225_anaerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
